start	end	text
0.8630175438596492	3.7531228070175446	Voglio fare un video un po' diverso dal solito, faccio un piccolo esperimento.
3.9004026845637587	10.735659955257269	Allora io ho una pagina come saprete, in una piattaforma che si chiama tp, scritto
11.762653562653563	16.835085995085997	tip e e e. In pratica con un abbonamento si accede a contenuti extra, si accede
17.522419928825624	20.51302491103203	alla possibilità di comunicare con me in modo un po' più diretto eccetera.
21.241938775510203	26.354948979591835	C'è una sezione di questa pagina che si chiama officina mercadini ed è dedicata
26.34	30.693777777777775	chi voglia farmi delle domande su aspetti pratici del mio lavoro, anche
30.66	32.2438630806846	tecnici dello scrivere, dello stare sul palco, eccetera, una persona mi ha chiesto
37.20088311688312	42.594857142857144	Roberto come si fa ad affrontare l'ansia del pubblico? io mi sono fatto
42.58	46.87376205787781	coinvolgere da questa iniziativa, devo prendere parte a uno spettacolo ma non
46.82	51.974357541899444	sono un'attrice... l'idea mi mette in una pressione
52.0	53.30349563953489	terribile vorrei scappare ma non posso scappare come si fa?
